"regulatoryGene" "targetGene" "weight"
"Aldoc" "Tigd3" 0.554596109188845
"Aldoc" "Gm12191" 0.5545951278859
"Aldoc" "Slc1a4" 0.554588961732735
"Agpat5" "Smg6" 0.554574918511722
"Aldoc" "Mrpl40" 0.554572587898349
"Aldoc" "Dad1" 0.554561777473938
"Agpat5" "Fbxo47" 0.554561732476635
"Agpat5" "Ankmy2" 0.554557097702446
"Agpat5" "Gm13364" 0.554556566234994
"Aldoc" "Rab27a" 0.55455626124005
"Aldoc" "Crip2" 0.554550444555698
"Aldoc" "Gjc3" 0.554550191739029
"Agpat5" "Xkr9" 0.554549606754443
"Agpat5" "A930041C12Rik" 0.554548913859708
"Agpat5" "Gm13231" 0.554547602331069
"Agpat5" "Actg2" 0.554547123516648
"Agpat5" "Hsd17b11" 0.554543938772625
"Agpat5" "Gm13584" 0.554539905216609
"Agpat5" "Pm20d2" 0.554539295718168
"Agpat5" "Foxred1" 0.554527527641951
"Aldoc" "Tysnd1" 0.554523856394735
"Aldoc" "Cd109" 0.55452255417604
"Aldoc" "Tvp23b" 0.554521411769951
"Agpat5" "Cog2" 0.55451666615721
"Aldoc" "Nsun4.1" 0.554501633572609
"Aldoc" "X4930402H24Rik" 0.554500664157106
"Agpat5" "Coro1c" 0.554496547178671
"Aldoc" "X0610010K14Rik" 0.554494573216693
"Agpat5" "Brpf1" 0.554493053646743
"Aldoc" "Uqcrc2" 0.554468977084893
"Agpat5" "Stk30" 0.554464822778771
"Agpat5" "Fam163a" 0.554462543803671
"Aldoc" "Fam117b" 0.554456490017308
"Aldoc" "Mboat4" 0.554452946569846
"Agpat5" "Adamts20" 0.554448890964962
"Agpat5" "Mup.ps17" 0.554441639809256
"Aldoc" "Mterfd1" 0.554437209416206
"Agpat5" "Agrp" 0.554436362771357
"Agpat5" "Nploc4" 0.554434207682545
"Agpat5" "Gm13582" 0.554430850215965
"Agpat5" "Gm16011" 0.554423967329066
"Agpat5" "Apoc3" 0.554414020910426
"Aldoc" "Gm17084" 0.554405599911555
"Agpat5" "Ddah1" 0.554398656333288
"Agpat5" "Iqsec3" 0.554395405220466
"Agpat5" "Cd63" 0.554394271461461
"Agpat5" "Gm12174" 0.554394200901003
"Agpat5" "Hs6st2" 0.554393596057947
"Agpat5" "Knop1" 0.554385203521589
"Agpat5" "Kcnab1" 0.554384347648985
"Aldoc" "Dbf4" 0.554382140902159
"Agpat5" "AK010878" 0.554377695869335
"Aldoc" "Rpl30.ps10" 0.554373061954286
"Aldoc" "Cep110" 0.554365292416646
"Agpat5" "Frg1" 0.554361102922567
"Aldoc" "Cspp1" 0.554360942827572
"Aldoc" "X5730588L14Rik" 0.554354610993004
"Agpat5" "Tiprl" 0.554350100691135
"Agpat5" "Atad2" 0.554347384837057
"Agpat5" "Pawr" 0.554332128638068
"Aldoc" "Gjc2" 0.554327560125647
"Agpat5" "Rps6kb2" 0.554325596210487
"Agpat5" "Gm11226" 0.554323541891626
"Agpat5" "Chmp4c" 0.554309203436212
"Aldoc" "Cdcp1" 0.554300118746157
"Aldoc" "Dnajc25" 0.554293758697888
"Aldoc" "Lama1" 0.554293366503669
"Aldoc" "Spata13" 0.554293045546681
"Agpat5" "Ccl19" 0.554291627032364
"Agpat5" "Umps" 0.554289318984207
"Agpat5" "C1d" 0.554288959865681
"Aldoc" "X1700016C15Rik" 0.554282838479332
"Agpat5" "Ostc" 0.554282386101638
"Aldoc" "Azgp1" 0.554282179241896
"Agpat5" "Casp4" 0.554266656321908
"Agpat5" "Gm10874" 0.554258125383674
"Agpat5" "Atp2b1" 0.554251002835875
"Agpat5" "Iqck" 0.55424650307759
"Agpat5" "Rasd2" 0.554241704217193
"Aldoc" "Tagap" 0.554240212237652
"Aldoc" "Slc17a4" 0.554236827101673
"Agpat5" "Ascc2" 0.554235796051631
"Agpat5" "Gm17137" 0.554230170800195
"Aldoc" "Filip1" 0.554215809286519
"Aldoc" "BC100451" 0.554203195318599
"Aldoc" "Tsx" 0.554200284175388
"Aldoc" "AI429214" 0.554198258463982
"Aldoc" "Exoc3l2" 0.554197897357406
"Agpat5" "Hlx" 0.554197396348949
"Agpat5" "Creb3l3" 0.554192666108916
"Agpat5" "Zfp688" 0.554189588578215
"Agpat5" "Nqo1" 0.554175602750013
"Aldoc" "Gm6969" 0.554174942699138
"Aldoc" "Cyp2ab1" 0.554173890102356
"Aldoc" "Usb1" 0.55416385964641
"Aldoc" "Actn4" 0.554159710848159
"Aldoc" "Acly" 0.554146345544075
"Aldoc" "Gm10521" 0.554142583821024
"Agpat5" "Usp12" 0.554142533159685
"Aldoc" "Gm23147" 0.554141653407655
"Agpat5" "Cyp4x1" 0.554137965385995
"Agpat5" "Bdh2" 0.554137713299911
"Aldoc" "Aspa" 0.554136916438718
"Aldoc" "Pgrmc2" 0.554133126425591
"Agpat5" "X9130204K15Rik" 0.554127333142083
"Aldoc" "Ermap" 0.554126967935575
"Agpat5" "Loxl1" 0.554111558373367
"Agpat5" "Gm6576" 0.554108143719751
"Aldoc" "A930017M01Rik" 0.55410717116855
"Aldoc" "Gm12798" 0.554096361300417
"Agpat5" "Grhpr" 0.554093841167992
"Aldoc" "Rpl38" 0.554084249070823
"Aldoc" "Nlgn3" 0.55407743204639
"Agpat5" "Crtam" 0.554072204306659
"Agpat5" "Cysltr2" 0.554071668462804
"Agpat5" "X4931414P19Rik" 0.554070070690776
"Agpat5" "Ccdc167" 0.554066437154003
"Agpat5" "Larp4b" 0.554065755853592
"Aldoc" "Nrip1" 0.554065632932265
"Aldoc" "Acot3" 0.554064103798145
"Agpat5" "Arl4d" 0.554060344015676
"Aldoc" "Gm10056" 0.554052626470977
"Aldoc" "Gm10190" 0.554047024302845
"Agpat5" "Amd2" 0.554034710909561
"Aldoc" "Gm10516" 0.554022262488485
"Agpat5" "Upf2" 0.554005747181328
"Aldoc" "Scamp5" 0.554004961868179
"Agpat5" "Wdr36" 0.55399847727599
"Aldoc" "X6530402F18Rik" 0.553994544590412
"Agpat5" "Gm12263" 0.553994505248794
"Aldoc" "Slc35g1" 0.553986810647865
"Agpat5" "Trp53i11" 0.553980324957233
"Agpat5" "Gpr44" 0.553979810081476
"Agpat5" "Adipor1" 0.553970354498543
"Agpat5" "Nkapl" 0.553967567082236
"Agpat5" "Nadk" 0.553961085227047
"Aldoc" "Trmt5" 0.553960181548057
"Aldoc" "Ajap1" 0.553959263180533
"Agpat5" "Gm26870" 0.55395487348861
"Aldoc" "Klhdc10" 0.553944746536929
"Agpat5" "X4930539J05Rik" 0.553938548930297
"Agpat5" "Brd3" 0.553936149861172
"Aldoc" "Gjb2" 0.553932341550453
"Aldoc" "Med4" 0.553926405559158
"Agpat5" "Ighv9.1" 0.55392327343716
"Agpat5" "Helz" 0.553919762736014
"Agpat5" "Exosc7" 0.553914429727854
"Agpat5" "Trav11" 0.553896750929217
"Aldoc" "Gm17382" 0.553892897290056
"Agpat5" "H19" 0.553889458871091
"Agpat5" "Cdc20" 0.553884282302185
"Agpat5" "Gm7129" 0.553880258520195
"Agpat5" "Tmem38b" 0.553879300226609
"Aldoc" "Cetn4" 0.553873735337097
"Agpat5" "Egln2" 0.553870323656248
"Aldoc" "Pank3" 0.553868246182513
"Agpat5" "Dpep1" 0.553856828646652
"Agpat5" "Sh3yl1" 0.553850217466391
"Aldoc" "Mapk8ip3" 0.553839614626402
"Agpat5" "Tlr9" 0.553838566141697
"Agpat5" "Zfp874a" 0.553832875167031
"Aldoc" "Gm12451" 0.553828061194079
"Agpat5" "Cds1" 0.553823988409347
"Agpat5" "Gm10566" 0.553817318486755
"Agpat5" "Gm13339" 0.553812216155377
"Agpat5" "X2310030G06Rik" 0.553807849707709
"Aldoc" "Aen" 0.553792633655951
"Aldoc" "Gm7173" 0.553789981378471
"Agpat5" "Serpina3h" 0.553784538606535
"Agpat5" "Hnrnpab" 0.553783168019723
"Aldoc" "Samm50" 0.553777782192031
"Agpat5" "Gm17181" 0.553775974972031
"Agpat5" "Gm7292" 0.553773780240636
"Aldoc" "Ubl5" 0.553749949122039
"Agpat5" "Gm12328" 0.553744588369302
"Aldoc" "Celsr1" 0.553740670063055
"Aldoc" "Gm16310" 0.553740371751998
"Agpat5" "Prss2" 0.553737991285932
"Aldoc" "Slc35e1" 0.553737881477738
"Agpat5" "Smad3" 0.553736958087798
"Aldoc" "Zfp407" 0.553722664874106
"Aldoc" "Fam132b" 0.553717248884544
"Agpat5" "Anapc15" 0.553712584967524
"Agpat5" "Ift74" 0.553702312804114
"Aldoc" "Gm10451" 0.553695201203893
"Aldoc" "Wiz" 0.55369394155235
"Aldoc" "Stard9" 0.553689488716963
"Aldoc" "Bmi1" 0.553676967191899
"Aldoc" "Chd6" 0.553671638623036
"Aldoc" "Gm14324" 0.553671448494964
"Aldoc" "Crlf2" 0.553669212446216
"Agpat5" "Dhrs11" 0.553667262205853
"Aldoc" "Gm7785" 0.553663292561217
"Agpat5" "Cops6" 0.553658071869981
"Aldoc" "Wdr74" 0.553657937958155
"Agpat5" "Gm15523" 0.553650735338964
"Aldoc" "Gm13935" 0.553649839554926
"Aldoc" "Macf1" 0.553640935795965
"Agpat5" "St18" 0.5536397864537
"Agpat5" "Clock" 0.553629120566382
"Aldoc" "Rsl1" 0.55361638988077
"Agpat5" "Rps15a.ps7" 0.553611553889998
"Aldoc" "Rusc1" 0.553610119055879
"Aldoc" "Ttc3" 0.553609307945201
"Agpat5" "X4933440N22Rik" 0.553602408548952
"Aldoc" "Ccm2l" 0.553598701400646
"Aldoc" "Rpl32" 0.553591667836668
"Agpat5" "Rbm33" 0.553590120038223
"Agpat5" "H2.K1" 0.553575089038486
"Aldoc" "Cdk19" 0.553561332721383
"Aldoc" "Tbc1d7" 0.553557895143705
"Aldoc" "Dlx6" 0.553533614288138
"Aldoc" "Zfp830" 0.553532761482153
"Aldoc" "Impad1" 0.553532759786368
"Aldoc" "Ccdc74a" 0.553520975658089
"Aldoc" "Mdfi" 0.55352091038937
"Agpat5" "X5730508B09Rik" 0.553512105238514
"Aldoc" "Tek" 0.553504202513029
"Agpat5" "Rnaseh2c" 0.55349069835109
"Aldoc" "Cyb5r4" 0.553483287724754
"Agpat5" "Msh5" 0.553470564755935
"Aldoc" "Krt28" 0.553464317055985
"Agpat5" "Gm6351" 0.553462158217635
"Aldoc" "Vmn1r4" 0.553452515561634
"Agpat5" "Cxx1b" 0.553450263402497
"Aldoc" "Fech" 0.55344600009863
"Agpat5" "Parp11" 0.553445108998096
"Aldoc" "Gas2l1" 0.55344242280473
"Agpat5" "Kdm8" 0.553423388637826
"Aldoc" "Dock5" 0.553423270618528
"Aldoc" "Cpt1c" 0.553413576026634
"Aldoc" "Chchd1" 0.553411010711697
"Aldoc" "Rph3a" 0.553407582942177
"Aldoc" "Dus3l" 0.553404701144177
"Aldoc" "X2410018M08Rik" 0.553402224915349
"Aldoc" "Gm3555" 0.553402094888407
"Agpat5" "Gm16793" 0.553380288293023
"Aldoc" "Rest" 0.553367076871776
"Agpat5" "Chm" 0.553364083379176
"Aldoc" "Sacm1l" 0.553364006864672
"Aldoc" "Nat8b" 0.553363387805155
"Aldoc" "RP23.393F23.11" 0.553363067404421
"Aldoc" "Sele" 0.553359642700725
"Agpat5" "Slc25a43" 0.553357088249293
"Agpat5" "X9530077C05Rik" 0.55335652283797
"Agpat5" "Parvb" 0.553355037950821
"Agpat5" "Atg16l1" 0.553349134179456
"Agpat5" "Nkx1.2" 0.553347066931188
"Agpat5" "Gm13773" 0.553323085549528
"Agpat5" "Comtd1" 0.553322797751656
"Agpat5" "Gm26460" 0.553304486460303
"Aldoc" "Nat1" 0.553304429435217
"Agpat5" "Klhdc4" 0.55329456298881
"Aldoc" "Clec3b" 0.553293428428681
"Aldoc" "Gm12551" 0.553290623874114
"Aldoc" "Parp10" 0.553270612242169
"Agpat5" "X1810011O10Rik" 0.553270240193325
"Aldoc" "Gm26909" 0.553269214966981
"Agpat5" "Gm10941" 0.55326214914617
"Agpat5" "X1810009A15Rik" 0.553261158569613
"Aldoc" "Gtpbp8" 0.553260917764019
"Agpat5" "Psmd13" 0.553255785064284
"Aldoc" "Ppp1r16b" 0.553255609237037
"Aldoc" "Gm4651" 0.553249896460977
"Agpat5" "Pla2g4b" 0.553237261157988
"Agpat5" "Gm16268" 0.553230385129452
"Agpat5" "Tdrkh" 0.553227069426563
"Agpat5" "Tbce" 0.553226706173068
"Agpat5" "Gm20433" 0.553222946099446
"Agpat5" "Dgcr14" 0.553216840181212
"Aldoc" "Aloxe3" 0.553208716031073
"Aldoc" "H3f3b" 0.55320747523062
"Aldoc" "Cttnbp2" 0.55320595917976
"Aldoc" "Fancf" 0.553193638619325
"Aldoc" "Olfr1396" 0.553186837442397
"Agpat5" "Gm26924" 0.553181598453789
"Agpat5" "Rilp" 0.553180662941099
"Aldoc" "Gm16096" 0.553173218531928
"Aldoc" "Gm17058" 0.553169929458966
"Aldoc" "Zfp595" 0.553169188523161
"Aldoc" "D930016D06Rik" 0.553168363455747
"Aldoc" "Herc2" 0.553167519996672
"Aldoc" "Zbtb6" 0.553157500296199
"Aldoc" "AY512931" 0.553149409875575
"Agpat5" "Tshz3" 0.553146978186741
"Aldoc" "Arhgap29" 0.553138013519908
"Aldoc" "C230034O21Rik" 0.553135726593492
"Agpat5" "Fndc4" 0.553130440010657
"Aldoc" "Wfikkn1" 0.553127145596942
"Agpat5" "Alad" 0.553124470679867
"Agpat5" "Rpl10.ps6" 0.553122959276746
"Aldoc" "Usp13" 0.553121999241549
"Agpat5" "Pknox2" 0.553108896397261
"Agpat5" "X3.Sep" 0.553097618740762
"Agpat5" "Gm13247" 0.553096250128845
"Agpat5" "Vps4b" 0.553079091872956
"Aldoc" "Nptx2" 0.553078866180907
"Aldoc" "Gm16089" 0.553070443384795
"Aldoc" "Klhl3" 0.553068707253679
"Aldoc" "Mafg.1" 0.553062584785436
"Agpat5" "Cdh9" 0.553057112471527
"Aldoc" "Trim13" 0.553055375182377
"Aldoc" "Gm3693" 0.553051464040403
"Agpat5" "Tmem27" 0.553043284646072
"Aldoc" "Zfp644" 0.553035473322655
"Agpat5" "Nckap5l" 0.553032852700182
"Agpat5" "Gm2061" 0.553025601585928
"Agpat5" "Dnajc16" 0.553023273260075
"Agpat5" "Trhde" 0.553019361991079
"Agpat5" "Ahsa2" 0.553016409044561
"Aldoc" "Bsg" 0.553015163715492
"Aldoc" "Pex13" 0.553013906697152
"Agpat5" "Wdr66" 0.553011432732763
"Aldoc" "Gcnt4" 0.553000833711735
"Agpat5" "Sytl5" 0.552998055229515
"Aldoc" "Crb2" 0.552994353914842
"Aldoc" "Ap2a2" 0.552984029945643
"Aldoc" "Dnal1" 0.552981835004489
"Agpat5" "L3mbtl4" 0.552977700469349
"Agpat5" "Lyrm1" 0.552975679488065
"Aldoc" "Noxo1" 0.552974656088822
"Aldoc" "Noa1" 0.552961871252405
"Aldoc" "Gm13039" 0.552960170942464
"Agpat5" "Gm15785" 0.552947174411592
"Agpat5" "Arv1" 0.552940956133178
"Aldoc" "Smpd2" 0.552940126261911
"Agpat5" "Kmo" 0.552935751922981
"Agpat5" "Ighv14.4" 0.552935241949756
"Aldoc" "Unc79" 0.552934603465611
"Agpat5" "Nceh1" 0.552919830375557
"Agpat5" "Asb7" 0.552918147719437
"Aldoc" "Tmem184a" 0.552917624056097
"Aldoc" "Sds" 0.55291526319535
"Aldoc" "Col11a2" 0.552911601751101
"Agpat5" "Gm13328" 0.552911041282748
"Aldoc" "Srp54a" 0.552909536906617
"Aldoc" "Fdx1l" 0.55290951190701
"Aldoc" "Gm15518" 0.552908498249945
"Aldoc" "X4930471C06Rik" 0.552907168914935
"Agpat5" "Dcxr" 0.55290030901114
"Agpat5" "Baiap3" 0.552891247033581
"Agpat5" "Gm10762" 0.552891232812544
"Agpat5" "Gm14398" 0.552890824138692
"Aldoc" "Samd11" 0.552878456340962
"Agpat5" "Scn2b" 0.552873510460026
"Aldoc" "Isoc2a" 0.552869536460672
"Aldoc" "Zfp597" 0.552865945144675
"Agpat5" "Bcl7c" 0.552862380093064
"Agpat5" "X1700109K24Rik" 0.552850857648989
"Aldoc" "Gm11539" 0.552837774649433
"Agpat5" "Slc15a3" 0.552836140800745
"Aldoc" "Aspn" 0.552833199718086
"Agpat5" "B3gnt8" 0.552828695042563
"Agpat5" "Rab19" 0.552826982970466
"Agpat5" "Cxcr1" 0.552821363458343
"Aldoc" "Ccdc40" 0.552807674770357
"Agpat5" "X1700058P15Rik" 0.552797224820693
"Aldoc" "Gm14136" 0.552795985131886
"Agpat5" "Gm8152" 0.552781403251103
"Aldoc" "Gm25086" 0.552780881092676
"Aldoc" "Eya3" 0.552776561003591
"Aldoc" "X1700123O20Rik" 0.552767576902364
"Aldoc" "Akirin1" 0.552759463132574
"Aldoc" "Naprt1" 0.552757708763342
"Agpat5" "Ephx4" 0.55274838653286
"Aldoc" "Mzt2" 0.552743637306026
"Aldoc" "Polh" 0.552742788499803
"Agpat5" "Itgb5" 0.552734964166873
"Aldoc" "Gm13559" 0.552732854867087
"Agpat5" "Pomp" 0.552728331105177
"Agpat5" "Rasip1" 0.552717055757771
"Aldoc" "X4930509E16Rik" 0.552708160717408
"Agpat5" "Gm9968" 0.552701221345712
"Aldoc" "Gm2568" 0.552699620489274
"Agpat5" "Vps54" 0.552690341807915
"Agpat5" "Vmn1r90" 0.552687065607311
"Agpat5" "Bmyc" 0.552681650924967
"Aldoc" "Gm14508" 0.552676079711828
"Aldoc" "Fam213a" 0.552669198475436
"Aldoc" "Gm21786" 0.552665639376775
"Aldoc" "Gm5893" 0.552663292965556
"Aldoc" "Pcdha2" 0.552659521877961
"Aldoc" "Dlgap1" 0.552646071628191
"Agpat5" "Gm22043" 0.552641275680371
"Aldoc" "Arc" 0.552639056461569
"Agpat5" "Cldn15" 0.552635140477852
"Aldoc" "Rps12l2" 0.552633551472324
"Agpat5" "A430110L20Rik" 0.552624648673823
"Aldoc" "Gm6977" 0.552618851117276
"Agpat5" "Aox1" 0.552618454733595
"Agpat5" "Kat6b" 0.552615078243609
"Aldoc" "Gm26773" 0.552610662492277
"Agpat5" "Sult1b1" 0.552607421069473
"Aldoc" "Glcci1" 0.552602191106089
"Agpat5" "Gm12944" 0.552600712310838
"Agpat5" "Xlr3c" 0.55258821085146
"Agpat5" "Trbv14" 0.552585418777331
"Aldoc" "Ddx4" 0.552580500922274
"Agpat5" "Gsdma3" 0.552559072098178
"Aldoc" "E430024P14Rik" 0.552558339167079
"Agpat5" "AA645442" 0.552551450551547
"Agpat5" "Col18a1" 0.552545562649932
"Agpat5" "Gm20486" 0.552545113936376
"Agpat5" "Meaf6" 0.552544044636043
"Aldoc" "Slc9b2" 0.552544034176184
"Aldoc" "Tsta3" 0.552542708109219
"Agpat5" "Gm18025" 0.552541765514886
"Aldoc" "Fyttd1" 0.552530279523678
"Agpat5" "Bcam" 0.552528299751018
"Aldoc" "Hbp1" 0.552525531917682
"Agpat5" "Uba1" 0.552522545315172
"Aldoc" "Eif4g2" 0.552522098136754
"Agpat5" "Nudt6" 0.552521000307159
"Agpat5" "Gm13902" 0.55251459189534
"Agpat5" "Zfp764" 0.552513864511535
"Aldoc" "Dnhd1" 0.552509530630677
"Agpat5" "Gm9785" 0.55250555565772
"Agpat5" "Aox3" 0.552505288800279
"Aldoc" "Fxyd6" 0.552494101686384
"Aldoc" "Nsmf" 0.55248550454876
"Agpat5" "Ucp3" 0.552480578121509
"Agpat5" "Abcd4" 0.552478752814323
"Aldoc" "Nthl1" 0.55247753835214
"Agpat5" "Zfp955b" 0.552471344778476
"Aldoc" "X2310007B03Rik" 0.552467708237305
"Agpat5" "Dennd3" 0.552452163431217
"Agpat5" "Klf7" 0.552450784061353
"Agpat5" "Fendrr" 0.552449025113948
"Agpat5" "Tfpi" 0.552447003687626
"Agpat5" "Syt12" 0.552438396275875
"Aldoc" "Gm24597" 0.552436649305473
"Agpat5" "Acbd7" 0.552434051474604
"Aldoc" "Fzd3" 0.552430259694509
"Agpat5" "Rasal2" 0.552428707476814
"Agpat5" "Gps2" 0.552420213871332
"Aldoc" "Mrps36.ps2" 0.552413400784792
"Aldoc" "Gm5141" 0.55240725066668
"Agpat5" "Kalrn" 0.5524067105365
"Aldoc" "Olfm1" 0.552396659187844
"Aldoc" "BC025920" 0.55239312100319
"Agpat5" "Pgam1.ps1" 0.55238814028899
"Agpat5" "Sp140" 0.552385654295411
"Aldoc" "Smad9" 0.552384306026002
"Aldoc" "Gm10693" 0.552384239722128
"Aldoc" "B3gnt2" 0.552381001237317
"Agpat5" "P2ry4" 0.552370289572149
"Agpat5" "Gm13568" 0.552357817639216
"Aldoc" "Chkb" 0.552349945706216
"Aldoc" "Zfp366" 0.552347366783728
"Aldoc" "Commd8" 0.552341485534848
"Agpat5" "Ccl5" 0.552336693829912
"Aldoc" "Gm4794" 0.552322095341727
"Agpat5" "Oaz2" 0.552319850212928
"Agpat5" "Nhej1" 0.552319752254552
"Aldoc" "Gm11995" 0.552314347864837
"Agpat5" "Agtpbp1" 0.552304722835622
"Agpat5" "BC028777" 0.552304161309616
"Agpat5" "X4930467E23Rik" 0.552303744985371
"Aldoc" "Gm12500" 0.552287389573224
"Aldoc" "Wdr70" 0.552275590161869
"Agpat5" "Avpr2" 0.552275205397798
"Aldoc" "Etfa" 0.552271056264718
"Agpat5" "Nufip1" 0.55227002330514
"Agpat5" "Sap18" 0.552264068907616
"Agpat5" "Tcf21" 0.55226254761051
"Aldoc" "Acad10" 0.552255049454939
"Agpat5" "Nphp4" 0.552254301616846
"Agpat5" "Rnf25" 0.552248786211898
"Aldoc" "Slc36a1" 0.552243930661534
"Agpat5" "Klra1" 0.552235370047732
"Aldoc" "Arl8a" 0.55222833592037
"Aldoc" "Ctsh" 0.552224964476219
"Agpat5" "Timeless" 0.552224505730498
"Agpat5" "Tmem201" 0.552223504602374
"Agpat5" "Dph6" 0.552221019694432
"Agpat5" "Tpbg" 0.552216228029788
"Aldoc" "Gm15860" 0.552214266821243
"Aldoc" "Gm11824" 0.552213211451954
"Agpat5" "D130020L05Rik" 0.552206485382069
"Aldoc" "Usp15" 0.552197398701776
"Aldoc" "Mast1" 0.55219445656858
"Agpat5" "Rnf43" 0.552191413908915
"Aldoc" "Pcdh17" 0.552177970601852
"Agpat5" "Gm14760" 0.552177926337294
"Agpat5" "Gm9889" 0.552177600935592
"Aldoc" "Map3k19" 0.552169485395223
"Agpat5" "Chst15" 0.552159543676333
"Aldoc" "Pgm2" 0.552155501879266
"Aldoc" "Pfn1" 0.552152515787381
"Aldoc" "Gm12592" 0.552149252342153
"Aldoc" "Ccnjl" 0.552139726235197
"Aldoc" "Gm5843" 0.552138841002667
"Aldoc" "Tigd2" 0.552128492752549
"Aldoc" "Gm8098" 0.552123932337526
"Aldoc" "Sall2" 0.552119714288086
"Agpat5" "Rassf3" 0.552118702722764
"Aldoc" "X6430562O15Rik" 0.552117591802606
"Aldoc" "Sepp1" 0.552109997197982
"Aldoc" "AI593442" 0.552106625111958
"Agpat5" "Tmprss3" 0.552100614963768
"Aldoc" "Daam2" 0.552097188718637
"Aldoc" "Smg5" 0.552095084921034
"Aldoc" "Omp" 0.552084947971504
"Aldoc" "Gm6367" 0.552080491724977
"Aldoc" "Gm17024" 0.552079151807202
"Aldoc" "X9430015G10Rik" 0.552075375538258
"Agpat5" "Ranbp3" 0.55207505673365
"Agpat5" "Tmem169" 0.552069699816431
"Aldoc" "Zfp457" 0.552065101305319
"Aldoc" "Ccnb1" 0.552061870014375
"Agpat5" "Pla2g15" 0.552059286813146
"Aldoc" "Ctsg" 0.552050194152476
"Agpat5" "Mesdc1" 0.552048697077607
"Agpat5" "Ighv2.6" 0.552046437823601
"Aldoc" "Dgkb" 0.552046278294463
"Agpat5" "Myo1b" 0.55204315817107
"Agpat5" "Dnajb13" 0.552042679860482
"Agpat5" "Ctsa" 0.552039855679698
"Aldoc" "Mov10" 0.552030726407472
"Aldoc" "Atp13a4" 0.552029874497376
"Agpat5" "Fbxo46" 0.552016729081695
"Aldoc" "Slc17a1" 0.552012193576555
"Aldoc" "Gm10241" 0.552009959252898
"Aldoc" "Zbtb33" 0.552007974769316
"Agpat5" "Zfp119b" 0.551997721237049
"Aldoc" "Btnl10" 0.551994938909719
"Aldoc" "Car4" 0.551991958763032
"Agpat5" "Zfp518a" 0.551987407682746
"Agpat5" "Glud1" 0.551987295769284
"Agpat5" "Pacrg" 0.5519864211787
"Aldoc" "Uck2" 0.551986000175719
"Aldoc" "Usp38" 0.551982276409876
"Aldoc" "Dpp10" 0.551981674900557
"Agpat5" "Il18" 0.551977871592796
"Aldoc" "Gm23804" 0.55197501382492
"Aldoc" "Rbmxl1" 0.551962176110863
"Aldoc" "St14" 0.551961743546955
"Aldoc" "Plcb1" 0.551956250330642
"Agpat5" "Sprn" 0.551949439947014
"Agpat5" "Clcc1" 0.551941179205184
"Agpat5" "Pabpn1" 0.551934860945989
"Aldoc" "Praf2" 0.551934265845158
"Agpat5" "Nek8" 0.551933674061183
"Agpat5" "Rpl24" 0.551917497608649
"Aldoc" "Matr3" 0.551917470624982
"Agpat5" "Sp100" 0.551903379301173
"Aldoc" "Sf3b3" 0.551891246726208
"Aldoc" "Gins2" 0.551888066652343
"Agpat5" "Klrd1" 0.551886230456971
"Aldoc" "Mir143hg" 0.551885142196069
"Agpat5" "Gm22102" 0.551879796099158
"Aldoc" "Gm8174" 0.551879685523227
"Aldoc" "Lgi4" 0.551874470277385
"Agpat5" "Smoc2" 0.551854214113516
"Agpat5" "Abhd6" 0.551846471971576
"Agpat5" "Plekhn1" 0.551841460903478
"Agpat5" "X1810013L24Rik" 0.551838896117413
"Aldoc" "Ugp2" 0.551838426615171
"Aldoc" "AI182371" 0.551810543133982
"Agpat5" "Mcam" 0.551810191580592
"Agpat5" "X4933431E20Rik" 0.551799863335116
"Aldoc" "Nub1" 0.551798542026551
"Aldoc" "Gm10417" 0.551797872062978
"Agpat5" "X2010300C02Rik" 0.551795466408148
"Aldoc" "Gm10069" 0.551779322846512
"Aldoc" "Cyp2b13" 0.551778079670551
"Agpat5" "Gm14425" 0.551773536277502
"Aldoc" "Naif1" 0.551758847602686
"Agpat5" "X5330417C22Rik" 0.551747731112747
"Aldoc" "Rom1" 0.551727997537547
"Agpat5" "Tas1r2" 0.551727356643049
"Agpat5" "Slc38a3" 0.551727112726241
"Agpat5" "AI838599" 0.551724979747516
"Aldoc" "Klkb1" 0.551718128301759
"Agpat5" "Zfp943" 0.551707136394528
"Aldoc" "Ilf3" 0.551701863773226
"Agpat5" "Nkd1" 0.551693718625915
"Aldoc" "Gm15801" 0.551693603913956
"Aldoc" "Fcer1a" 0.551690278756661
"Aldoc" "Dusp4" 0.551669328344701
"Aldoc" "Gm9869" 0.55166526828134
"Aldoc" "Lrrc8e" 0.551657308482787
"Aldoc" "Tspan9" 0.551646921030284
"Aldoc" "Pgam1.ps2" 0.551646492505361
"Aldoc" "Gm10709" 0.551643025328345
"Aldoc" "Agrn" 0.551640496090544
"Agpat5" "Chd3" 0.551639415052324
"Aldoc" "Hmgb2" 0.551630806669006
"Aldoc" "Atp2c2" 0.551624681057802
"Agpat5" "Stx19" 0.551622818640067
"Aldoc" "Ogfod1" 0.551621380242031
"Agpat5" "Antxr1" 0.551619660549497
"Aldoc" "Clstn3" 0.55161865187786
"Agpat5" "Gm4950" 0.551617934029754
"Agpat5" "Map4k1" 0.551610100799057
"Agpat5" "Gm11699" 0.551609927177333
"Agpat5" "Ranbp2" 0.551606938485709
"Aldoc" "Grin3b" 0.551601741163326
"Agpat5" "Rnf180" 0.551588402404233
"Aldoc" "Fbxo6" 0.551583766485831
"Agpat5" "Adcy1" 0.551579072825055
